name,MinorMasterId,MLBAMId,age,level,team,Position,Throws,pscore,score_p,ip,krate,bbrate,chaserate,whiffrate,zcontact,velocity,spin_rate,xwoba,woba,savant_url,UPURL
Francisco Frias,sa3022278,814374.0,21,A+,HOU,P,0,26.421305566866412,0.7986111111111112,26.2,27.067669,19.548872,26.993865030674854,37.93103448275862,74.30555555555556,0.0,0.0,0.0,0.34199248120300746,Francisco-Frias-814374,/players/francisco-frias/sa3022278/stats/pitching
Jose Dicochea,sa3011497,686946.0,25,A+,ATH,P,0,5.352490753776557,0.09722222222222222,30.1,19.548872,11.278195,27.160493827160487,20.09132420091324,83.76623376623377,0.0,0.0,0.0,0.3439774436090225,Jose-Dicochea-686946,/players/jose-dicochea/sa3011497/stats/pitching
Jayden Dubanewicz,sa3067382,803848.0,20,A+,MIL,P,0,26.416359924406816,0.7972222222222223,31.1,18.045113,8.270677000000001,39.194139194139204,25.71428571428571,82.01438848920863,0.0,0.0,0.0,0.3308195488721804,Jayden-Dubanewicz-803848,/players/jayden-dubanewicz/sa3067382/stats/pitching
Jake Eddington,sa3023409,690974.0,25,A+,PHI,P,0,4.063882546256068,0.04861111111111111,30.0,18.796992000000003,21.052632,20.754716981132077,25.0,87.5776397515528,0.0,0.0,0.0,0.31317293233082705,Jake-Eddington-690974,/players/jacob-eddington/sa3023409/stats/pitching
Danny Kirwin,sa3023553,814460.0,26,A+,BOS,P,0,3.484417705018227,0.03611111111111111,25.1,21.969697,17.424242,20.141342756183747,25.64102564102564,80.1418439716312,0.0,0.0,0.0,0.4592348484848485,Danny-Kirwin-814460,/players/danny-kirwin/sa3023553/stats/pitching
Patrick Galle,sa3031862,702642.0,22,A+,STL,P,0,11.035471041858749,0.30833333333333335,27.0,21.212121,18.939394,23.255813953488367,28.640776699029125,87.41258741258741,0.0,0.0,0.0,0.3641212121212121,Patrick-Galle-702642,/players/patrick-galle/sa3031862/stats/pitching
Adilson Peralta,sa3018816,800012.0,23,A+,PHI,P,0,21.505530781793052,0.6791666666666667,28.0,30.30303,14.393939000000001,21.83098591549296,34.78260869565217,75.43859649122807,0.0,0.0,0.0,0.3631363636363636,Adilson-Peralta-800012,/players/adilson-peralta/sa3018816/stats/pitching
Jake Peppers,sa3023008,811304.0,24,A+,CHW,P,0,8.714157598579025,0.22777777777777777,26.2,16.666667,15.909091,27.719298245614038,27.60180995475113,82.75862068965517,0.0,0.0,0.0,0.4102348484848485,Jake-Peppers-811304,/players/jake-peppers/sa3023008/stats/pitching
Donovan Zsak,sa3025377,805124.0,22,A+,CLE,P,0,31.01530012821114,0.8763888888888889,31.0,32.575758,15.909091,28.412256267409468,38.2716049382716,75.47169811320755,0.0,0.0,0.0,0.27977272727272723,Donovan-Zsak-805124,/players/donovan-zsak/sa3025377/stats/pitching
Sandro Santana,sa3021030,811139.0,21,A+,ARI,P,0,38.99822871390717,0.9652777777777778,30.2,37.40458,10.687023,31.76895306859205,35.593220338983045,76.0,0.0,0.0,0.0,0.2842692307692307,Sandro-Santana-811139,/players/sandro-santana/sa3021030/stats/pitching
Brayan Palencia,sa3016011,696037.0,23,A+,SFG,P,0,10.760225524564133,0.30277777777777776,27.2,16.793892999999994,13.740457999999999,26.101694915254235,27.522935779816518,80.1418439716312,0.0,0.0,0.0,0.41754961832061066,Brayan-Palencia-696037,/players/brayan-palencia/sa3016011/stats/pitching
Brady Hill,sa3020559,687984.0,25,A+,WSN,P,0,12.282793698179905,0.36666666666666664,32.2,29.770992000000003,15.267176000000001,29.64071856287425,31.15942028985507,82.02247191011236,0.0,0.0,0.0,0.28053435114503816,Brady-Hill-687984,/players/brady-hill/sa3020559/stats/pitching
Christian Little,sa3036393,691733.0,22,A+,SEA,P,0,31.803323955925368,0.8875,33.1,30.534351,11.450382,33.6996336996337,34.15637860082305,81.04575163398692,0.0,0.0,0.0,0.22196946564885492,Christian-Little-691733,/players/christian-little/sa3036393/stats/pitching
Andrew Landry,sa3024982,815069.0,24,A+,NYY,P,0,15.619505902515233,0.5041666666666667,29.2,26.717557,12.21374,29.88929889298893,26.696832579185518,83.09859154929578,0.0,0.0,0.0,0.254854961832061,Andrew-Landry-815069,/players/andrew-landry/sa3024982/stats/pitching
Calvin Schapira,sa3067024,681064.0,26,A+,SEA,P,0,10.184654918152534,0.2833333333333333,28.0,32.307692,13.846154,26.366559485530548,37.55274261603376,73.24840764331209,0.0,0.0,0.0,0.3180307692307692,Calvin-Schapira-681064,/players/calvin-schapira/sa3067024/stats/pitching
Kyle Robinson,sa3025537,701836.0,22,A+,PIT,P,0,35.826647140476744,0.9388888888888889,31.2,27.692308,8.461538000000001,33.723196881091624,30.851063829787236,81.84818481848184,0.0,0.0,0.0,0.3632384615384616,Kyle-Robinson-701836,/players/kyle-robinson/sa3025537/stats/pitching
Isaac Ayon,sa3026340,694847.0,24,A+,LAD,P,0,11.01326684854627,0.30694444444444446,30.2,24.615385,9.230769,23.98753894080997,23.11111111111111,84.61538461538461,0.0,0.0,0.0,0.3339767441860465,Isaac-Ayon-694847,/players/isaac-ayon/sa3026340/stats/pitching
Brady Kirtner,sa3035459,802374.0,24,A+,NYY,P,0,12.342935219564795,0.37083333333333335,26.2,26.153846,15.384614999999998,23.178807947019862,28.240740740740733,77.24550898203594,0.0,0.0,0.0,0.33246923076923074,Brady-Kirtner-802374,/players/christian-kirtner/sa3035459/stats/pitching
Jack Nedrow,sa3076368,828616.0,23,A+,TOR,P,0,7.9787259898308,0.19444444444444445,26.1,17.054264,12.403101,29.139072847682122,20.502092050209207,85.24590163934425,0.0,0.0,0.0,0.440093023255814,Jack-Nedrow-828616,/players/jack-nedrow/sa3060125/stats/pitching
Garrett Stratton,sa3043212,809784.0,22,A+,NYM,P,0,33.66331118563972,0.9083333333333333,29.2,34.108527,11.627907,27.208480565371023,38.35616438356164,74.65753424657535,0.0,0.0,0.0,0.3118759689922481,Garrett-Stratton-809784,/players/garrett-stratton/sa3043212/stats/pitching
Kamdyn Perry,sa3023663,815076.0,20,A+,TEX,P,0,15.411017745584958,0.4986111111111111,24.0,18.604651,16.27907,25.563909774436087,26.548672566371685,79.11392405063293,0.0,0.0,0.0,0.4273643410852712,Kamdyn-Perry-815076,/players/kamdyn-perry/sa3023663/stats/pitching
Tyler Hampu,sa3033115,812407.0,23,A+,COL,P,0,18.84972319612602,0.5888888888888889,27.1,28.682171000000004,18.604651,28.059701492537318,32.083333333333336,75.67567567567569,0.0,0.0,0.0,0.3822868217054263,Tyler-Hampu-812407,/players/tyler-hampu/sa3033115/stats/pitching
Ethan Sloan,sa3025548,826942.0,23,A+,DET,P,0,7.380558908482915,0.1736111111111111,25.0,15.625,11.71875,25.842696629213485,21.33891213389121,84.26966292134831,0.0,0.0,0.0,0.3852265625,Ethan-Sloan-826942,/players/ethan-sloan/sa3025548/stats/pitching
Sam Tookoian,sa3043930,702494.0,23,A+,LAA,P,0,25.88078614551452,0.7902777777777777,29.1,26.5625,14.0625,28.387096774193548,38.135593220338976,72.48322147651007,0.0,0.0,0.0,0.285078125,Sam-Tookoian-702494,/players/sarkis-tookoian/sa3043930/stats/pitching
Eston Stull,sa3067506,834575.0,27,A+,MIN,P,0,6.440236584546106,0.1375,26.2,31.496063000000003,16.535432999999998,29.320987654320987,38.152610441767074,71.42857142857143,0.0,0.0,0.0,0.3702992125984251,Eston-Stull-834575,/players/bryce-stull/sa3067506/stats/pitching
Tanner Witt,sa3025651,691027.0,23,A+,NYM,P,0,19.006159938489112,0.5972222222222222,25.1,29.921259999999997,22.047244,25.815217391304344,35.467980295566505,79.84496124031006,0.0,0.0,0.0,0.3920314960629921,Tanner-Witt-691027,/players/tanner-witt/sa3025651/stats/pitching
Gregori Louis,sa3019699,805774.0,23,A+,NYM,P,0,23.016546946467766,0.7152777777777778,27.1,28.346457,16.535432999999998,27.41935483870968,36.607142857142854,81.29496402877699,0.0,0.0,0.0,0.3147322834645669,Gregori-Louis-805774,/players/gregori-louis/sa3019699/stats/pitching
Bryce Jenkins,sa3023211,808743.0,25,A+,NYM,P,0,13.602933515442816,0.4152777777777778,33.2,29.365079,10.31746,30.944625407166125,29.508196721311478,82.69230769230771,0.0,0.0,0.0,0.20011111111111107,Bryce-Jenkins-808743,/players/bryce-jenkins/sa3023211/stats/pitching
Xavier Kolhosser,sa3035617,828492.0,22,A+,MIN,P,0,27.05897081136584,0.8166666666666667,27.0,31.746032000000003,15.079365,29.304029304029307,32.863849765258216,77.7777777777778,0.0,0.0,0.0,0.36786507936507934,Xavier-Kolhosser-828492,/players/xavier-kolhosser/sa3035617/stats/pitching
Nolan Perry,sa3021476,804526.0,22,A+,TOR,P,0,42.01419830106047,0.9805555555555555,30.2,36.507937,8.730159,36.76470588235294,35.3448275862069,82.08955223880598,0.0,0.0,0.0,0.3064126984126984,Nolan-Perry-804526,/players/nolan-perry/sa3021476/stats/pitching
Jacob Odle,sa3022877,813838.0,22,A+,STL,P,0,30.188457998823328,0.8569444444444444,28.1,30.15873,18.253968,29.310344827586203,34.92822966507177,75.80645161290323,0.0,0.0,0.0,0.33968253968253964,Jacob-Odle-813838,/players/jacob-odle/sa3022877/stats/pitching
Jason Savacool,sa3022856,691013.0,24,A+,STL,P,0,9.198180598572131,0.25277777777777777,26.0,25.396825,14.285714,24.915824915824924,24.0,89.40397350993378,0.0,0.0,0.0,0.3953253968253968,Jason-Savacool-691013,/players/jason-savacool/sa3022856/stats/pitching
Danyony Pulido,sa3015502,699707.0,23,A+,PHI,P,0,17.91110274194748,0.5486111111111112,25.1,28.8,19.2,22.551928783382788,33.1858407079646,77.33333333333333,0.0,0.0,0.0,0.33908799999999995,Danyony-Pulido-699707,/players/danyony-pulido/sa3015502/stats/pitching
Matt Lanzendorfer,sa3059755,831093.0,24,A+,LAD,P,0,15.232775710157629,0.49166666666666664,28.0,29.6,16.0,20.259740259740266,30.666666666666664,74.17582417582419,0.0,0.0,0.0,0.293552,Matt-Lanzendorfer-831093,/players/matthew-lanzendorfer/sa3059755/stats/pitching
Jack Sokol,sa3067081,694662.0,24,A+,NYY,P,0,17.357176370069727,0.5333333333333333,27.0,21.774194,8.870968,31.78294573643411,29.59641255605381,79.3103448275862,0.0,0.0,0.0,0.3166290322580645,Jack-Sokol-694662,/players/jack-sokol/sa3042712/stats/pitching
Luis Carrasco,sa1172127,682918.0,24,A+,ATH,P,0,4.738752555407994,0.07916666666666666,23.2,13.709677,16.129032000000002,27.611940298507466,18.51851851851852,87.67123287671231,0.0,0.0,0.0,0.3881935483870968,Luis-Carrasco-682918,/players/luis-carrasco/sa1172127/stats/pitching
Cannon Pickell,sa3039890,695384.0,23,A+,MIA,P,0,14.090610045507846,0.4361111111111111,25.2,25.203252,24.390244,22.686567164179106,33.49514563106796,80.0,0.0,0.0,0.0,0.36511382113821134,Cannon-Pickell-695384,/players/cannon-pickell/sa3039890/stats/pitching
Hansel Rincon,sa3015450,692550.0,23,A+,NYY,P,0,29.9662266194824,0.8527777777777777,27.0,36.585366,13.821138000000001,30.6896551724138,35.64814814814815,77.69230769230771,0.0,0.0,0.0,0.2584959349593496,Hansel-Rincon-692550,/players/hansel-rincon/sa3015450/stats/pitching
Jervis Alfaro,sa3022113,807697.0,22,A+,CLE,P,0,11.988764865525534,0.3472222222222222,26.0,12.396694,10.743802,27.597402597402603,19.24882629107981,85.92964824120601,0.0,0.0,0.0,0.3791652892561983,Jervis-Alfaro-807697,/players/jervis-alfaro/sa3022113/stats/pitching
Junior William,sa3016072,702396.0,26,A+,TBR,P,0,8.186901075309581,0.20972222222222223,28.0,26.666666999999997,10.833333,29.468599033816425,26.69491525423729,81.25,0.0,0.0,0.0,0.2853333333333333,Junior-William-702396,/players/junior-william/sa3016072/stats/pitching
Trace Baker,sa3026451,823994.0,22,A+,TOR,P,0,20.659610755913445,0.6527777777777778,26.1,29.166666999999997,10.833333,29.6875,23.502304147465445,90.9090909090909,0.0,0.0,0.0,0.32445,Trace-Baker-823994,/players/david-baker/sa3026451/stats/pitching
Nate Wohlgemuth,sa3068675,691028.0,25,A+,HOU,P,0,6.777325369012361,0.15,21.1,19.166667,20.0,26.97368421052632,31.12244897959184,76.98412698412699,0.0,0.0,0.0,0.4352916666666667,Nate-Wohlgemuth-691028,/players/nate-wohlgemuth/sa3068675/stats/pitching
Josh Sanders,sa3067414,699560.0,24,A+,TEX,P,0,4.693070269385591,0.075,22.0,15.12605,12.605042,28.24427480916031,19.148936170212764,92.17391304347828,0.0,0.0,0.0,0.509327731092437,Josh-Sanders-699560,/players/joshua-sanders/sa3067414/stats/pitching
Braeden Sloan,sa3042435,800630.0,22,A+,BAL,P,0,37.67350012707332,0.95,29.2,35.29411800000001,11.764706,30.685920577617324,43.055555555555564,69.53125,0.0,0.0,0.0,0.22112605042016809,Braeden-Sloan-800630,/players/braeden-sloan/sa3042435/stats/pitching
Yulian Quintana,sa3067459,831951.0,25,A+,PIT,P,0,4.143450592715468,0.05277777777777778,22.0,15.966387,19.327731,24.542124542124537,27.04081632653061,82.17054263565892,0.0,0.0,0.0,0.4619579831932773,Yulian-Quintana-831951,/players/yulian-quintana/sa3067459/stats/pitching
Ethan Bell,sa3067260,809754.0,24,A+,CHC,P,0,16.53733625985086,0.5194444444444445,25.2,31.355932,18.644068,27.85234899328859,33.17307692307692,84.61538461538461,0.0,0.0,0.0,0.2792307692307692,Ethan-Bell-809754,/players/ethan-bell/sa3026902/stats/pitching
Joey Gartrell,sa3032013,813745.0,22,A+,BOS,P,0,6.293732442182142,0.13472222222222222,23.2,15.254237000000002,16.949153,26.58227848101265,19.354838709677423,83.72093023255816,0.0,0.0,0.0,0.3873898305084746,Joey-Gartrell-813745,/players/joseph-gartrell/sa3032013/stats/pitching
Riley Frey,sa3022909,811319.0,24,A+,ATL,P,0,19.25177072090729,0.6069444444444444,29.1,24.576271,4.2372879999999995,36.23853211009175,27.800829875518676,84.24242424242424,0.0,0.0,0.0,0.2835423728813559,Riley-Frey-811319,/players/riley-frey/sa3022909/stats/pitching
Nicolas Carreno,sa3022004,807993.0,20,A+,NYM,P,0,14.49776216779749,0.4583333333333333,24.2,20.338983,17.796609999999994,23.4375,26.486486486486488,81.74603174603175,0.0,0.0,0.0,0.3673050847457627,Nicolas-Carreno-807993,/players/nicolas-carreno/sa3022004/stats/pitching
Pablo Aldonis,sa3018289,692454.0,24,A+,WSN,P,0,14.325058225300241,0.4444444444444444,27.1,24.786325,11.965812,31.849315068493148,27.685950413223143,84.24242424242424,0.0,0.0,0.0,0.3085384615384615,Pablo-Aldonis-692454,/players/pablo-aldonis/sa3018289/stats/pitching
Nate Williams,sa3062924,802699.0,24,A+,CHC,P,0,15.75864507902622,0.5069444444444444,25.0,27.350427000000003,11.111111,30.03663003663004,27.397260273972602,84.7222222222222,0.0,0.0,0.0,0.34009401709401704,Nate-Williams-802699,/players/nathan-williams/sa3062924/stats/pitching
Jack Seppings,sa3025573,808952.0,23,A+,MIL,P,0,18.013736096041182,0.5541666666666667,26.2,18.103448,5.172414,33.33333333333333,25.806451612903228,83.00653594771242,0.0,0.0,0.0,0.3305689655172413,Jack-Seppings-808952,/players/jack-seppings/sa3025573/stats/pitching
Austin Emener,sa3022799,815305.0,24,A+,COL,P,0,12.485561593482073,0.3763888888888889,28.0,22.413793,12.931034,28.395061728395056,29.84293193717277,82.11382113821138,0.0,0.0,0.0,0.33203448275862074,Austin-Emener-815305,/players/austin-emener/sa3022799/stats/pitching
Grayson Moore,sa3023275,694383.0,24,A+,CHC,P,0,13.889507269254574,0.4263888888888889,27.2,22.413793,10.344828,26.58227848101265,28.640776699029125,78.4722222222222,0.0,0.0,0.0,0.3317327586206896,Grayson-Moore-694383,/players/grayson-moore/sa3023275/stats/pitching
Gary Gill Hill,sa3020972,804541.0,21,A+,TBR,P,0,26.994841949096212,0.8097222222222222,27.0,22.413793,7.7586210000000015,31.666666666666664,26.600985221674883,87.07482993197279,0.0,0.0,0.0,0.3524741379310345,Gary-Gill-Hill-804541,/players/gary-gill-hill/sa3020972/stats/pitching
Zach Royse,sa3041233,805942.0,22,A+,ATL,P,0,18.872092558483523,0.5916666666666667,26.2,20.689655,8.62069,26.521739130434785,26.17801047120419,84.84848484848484,0.0,0.0,0.0,0.3654051724137931,Zach-Royse-805942,/players/zachary-royse/sa3041233/stats/pitching
Mikey Tepper,sa3023065,694366.0,24,A+,WSN,P,0,14.334842890963776,0.44583333333333336,24.2,24.137931,14.655172,28.11387900355872,30.5,81.81818181818183,0.0,0.0,0.0,0.3861206896551724,Mikey-Tepper-694366,/players/michael-tepper/sa3023065/stats/pitching
Joan Ogando,sa3022325,808010.0,22,A+,HOU,P,0,18.447705784957108,0.5694444444444444,18.0,23.478261,22.608696,23.255813953488367,41.27906976744186,71.02803738317756,0.0,0.0,0.0,0.4876695652173912,Joan-Ogando-808010,/players/joan-ogando/sa3022325/stats/pitching
Clay Edmondson,sa3030792,811667.0,23,A+,SDP,P,0,23.767985864986425,0.7361111111111112,27.0,33.333333,11.403509,25.76923076923077,29.18918918918919,76.66666666666667,0.0,0.0,0.0,0.2303070175438596,Clay-Edmondson-811667,/players/clayton-edmondson/sa3030792/stats/pitching
Garrett Hodges,sa3067071,823748.0,23,A+,MIL,P,0,14.947395093999337,0.4777777777777778,25.1,27.192982,17.543860000000002,26.46048109965636,25.41436464088398,86.15384615384615,0.0,0.0,0.0,0.2961052631578948,Garrett-Hodges-823748,/players/garrett-hodges/sa3033902/stats/pitching
Alain Pena,sa3019050,703900.0,23,A+,HOU,P,0,11.29599876069206,0.32083333333333336,22.1,14.912281,13.157895000000002,32.36363636363636,24.63768115942029,80.67226890756302,0.0,0.0,0.0,0.4959557522123894,Alain-Pena-703900,/players/jesus-pena/sa3019050/stats/pitching
Jack Mahoney,sa3068674,680823.0,27,A+,ATH,P,0,1.8902099523896527,0.009722222222222222,24.0,18.75,12.5,24.663677130044842,17.12707182320442,86.61417322834646,0.0,0.0,0.0,0.3637678571428571,Jack-Mahoney-680823,/players/jack-mahoney/sa3036874/stats/pitching
Cole Roland,sa3076367,813401.0,27,A+,TEX,P,0,5.958932065135425,0.12222222222222222,25.2,27.927928,11.711712,29.059829059829067,31.606217616580313,76.71232876712328,0.0,0.0,0.0,0.3073693693693693,Cole-Roland-813401,/players/cole-roland/sa3041078/stats/pitching
Kendeglys Virguez,sa3018351,802068.0,22,A+,CLE,P,0,26.982103191807784,0.8083333333333333,24.2,33.333333,11.711712,27.719298245614038,27.705627705627705,80.35714285714286,0.0,0.0,0.0,0.3231531531531531,Kendeglys-Virguez-802068,/players/kendeglys-virguez/sa3018351/stats/pitching
Jacob Kmatz,sa3035522,695771.0,23,A+,TBR,P,0,33.820176885097965,0.9125,28.1,40.54054100000001,5.405405,42.352941176470594,39.68253968253968,75.16339869281045,0.0,0.0,0.0,0.25101801801801804,Jacob-Kmatz-695771,/players/jacob-kmatz/sa3035522/stats/pitching
Cody Adcock,sa3023175,694832.0,24,A+,CIN,P,0,18.883871394543654,0.5930555555555556,25.2,33.333333,18.918919,27.9874213836478,33.649289099526065,72.66187050359713,0.0,0.0,0.0,0.2549639639639639,Cody-Adcock-694832,/players/cody-adcock/sa3023175/stats/pitching
Cade Citelli,sa3028952,699530.0,24,A+,TBR,P,0,13.923333084095587,0.43194444444444446,24.2,20.720720999999998,14.414414,30.49645390070922,32.99492385786802,76.22950819672131,0.0,0.0,0.0,0.35807207207207203,Cade-Citelli-699530,/players/cade-citelli/sa3028952/stats/pitching
C.J. Widger,sa3020960,702448.0,27,A+,SDP,P,0,2.5954063055266725,0.018055555555555554,22.0,22.727273,18.181818,22.65625,27.118644067796605,83.46456692913384,0.0,0.0,0.0,0.3973703703703703,C.J.-Widger-702448,/players/christopher-widger/sa3020960/stats/pitching
Joe Glassey,sa3025303,812521.0,24,A+,BAL,P,0,25.82025575539584,0.7875,26.1,42.727273,7.272727000000001,31.932773109243694,37.08920187793427,65.0,0.0,0.0,0.0,0.2666636363636363,Joe-Glassey-812521,/players/joseph-glassey/sa3025303/stats/pitching
Luis Germán,sa3019658,702445.0,24,A+,SDP,P,0,4.337027414203344,0.0625,19.1,15.454545000000001,20.0,21.37404580152672,25.882352941176478,83.47826086956522,0.0,0.0,0.0,0.4517363636363637,Luis-Germán-702445,/players/luis-german/sa3019658/stats/pitching
Ben Johnson,sa3034710,814118.0,24,A+,CHC,P,0,10.953984492639334,0.3055555555555556,25.0,19.090909,11.818182,26.04166666666667,28.49162011173184,83.33333333333334,0.0,0.0,0.0,0.3272272727272727,Ben-Johnson-814118,/players/benjamin-johnson/sa3034710/stats/pitching
Dylan Simmons,sa3023468,687535.0,25,A+,CIN,P,0,3.1334537181534343,0.027777777777777776,23.1,16.363636,10.909091,20.33898305084746,16.666666666666664,90.4761904761905,0.0,0.0,0.0,0.443890909090909,Dylan-Simmons-687535,/players/dylan-simmons/sa3023468/stats/pitching
Gerelmi Maldonado,sa3016018,698965.0,22,A+,SFG,P,0,23.388672704712764,0.725,22.2,30.275229,26.605504999999997,24.444444444444446,37.4331550802139,72.93233082706767,0.0,0.0,0.0,0.3202293577981651,Gerelmi-Maldonado-698965,/players/gerelmi-maldonado/sa3016018/stats/pitching
Justin Lamkin,sa3035887,703610.0,22,A+,KCR,P,0,42.33163480919939,0.9861111111111112,28.1,34.862384999999996,10.091743,35.470085470085465,35.61643835616439,74.45255474452554,0.0,0.0,0.0,0.22071559633027524,Justin-Lamkin-703610,/players/justin-lamkin/sa3035887/stats/pitching
Gabe Davis,sa3029907,805031.0,22,A+,CHW,P,0,37.169600429754354,0.9472222222222222,27.1,30.275229,6.422018,35.11450381679389,28.365384615384606,82.96296296296295,0.0,0.0,0.0,0.2756788990825688,Gabe-Davis-805031,/players/gabriel-davis/sa3029907/stats/pitching
Adam Smith,sa3017147,702111.0,26,A+,SEA,P,0,10.466393927036194,0.2875,27.0,28.703704,4.629630000000001,34.061135371179034,28.717948717948712,83.96946564885495,0.0,0.0,0.0,0.2686448598130841,Adam-Smith-702111,/players/adam-smith/sa3017147/stats/pitching
JP Wheat,sa3024884,702516.0,23,A+,CHC,P,0,12.381109112343552,0.37222222222222223,20.1,21.296295999999998,33.333333,18.688524590163933,34.615384615384606,73.73737373737373,0.0,0.0,0.0,0.3924259259259259,JP-Wheat-702516,/players/jonpaul-wheat/sa3024884/stats/pitching
Cole Schoenwetter,sa3023567,800616.0,21,A+,CIN,P,0,16.49486673038127,0.5180555555555556,23.0,23.148148000000003,16.666667,21.85185185185185,26.82926829268293,84.32835820895522,0.0,0.0,0.0,0.3621666666666665,Cole-Schoenwetter-800616,/players/cole-schoenwetter/sa3023567/stats/pitching
Darlin Pinales,sa3016211,692329.0,23,A+,ATH,P,0,20.672708586900534,0.6541666666666667,22.1,28.971963,11.214953,28.968253968253972,28.272251308900522,84.84848484848484,0.0,0.0,0.0,0.3693644859813083,Darlin-Pinales-692329,/players/darlin-pinales/sa3016211/stats/pitching
Bjorn Johnson,sa3023617,807723.0,21,A+,MIL,P,0,10.640371113777773,0.29583333333333334,21.0,18.691589,16.822429999999997,28.10218978102189,24.404761904761905,91.1504424778761,0.0,0.0,0.0,0.4539065420560746,Bjorn-Johnson-807723,/players/bjorn-johnson/sa3023617/stats/pitching
Xavier Martinez,sa3066661,821970.0,23,A+,CLE,P,0,8.276679207221774,0.21388888888888888,22.1,17.757009,14.018692000000001,19.230769230769237,25.683060109289613,82.73381294964028,0.0,0.0,0.0,0.39592523364485976,Xavier-Martinez-821970,/players/xavier-martinez/sa3037224/stats/pitching
Juanmi Vasquez,sa3020344,806666.0,22,A+,TOR,P,0,28.271596728067433,0.8333333333333334,23.0,32.710280000000004,14.953270999999999,26.60332541567696,33.63363363363364,75.33632286995515,0.0,0.0,0.0,0.3595140186915888,Juanmi-Vasquez-806666,/players/juanmi-vasquez/sa3020344/stats/pitching
Max Banks,sa3058549,822514.0,23,A+,CHW,P,0,11.062806418454798,0.3111111111111111,23.2,14.018692000000001,6.5420560000000005,31.063829787234038,17.0,92.1875,0.0,0.0,0.0,0.3654205607476635,Max-Banks-822514,/players/maxwell-banks/sa3058549/stats/pitching
Mason McGwire,sa3020961,702576.0,22,A+,CHC,P,0,27.20541608416132,0.8208333333333333,26.0,24.528302,9.433962,31.88976377952756,24.24242424242424,82.01058201058201,0.0,0.0,0.0,0.28108490566037736,Mason-McGwire-702576,/players/mason-mcgwire/sa3020961/stats/pitching
Kenten Egbert,sa3023500,687881.0,24,A+,CHC,P,0,12.033969529367466,0.35138888888888886,22.2,18.867925,6.6037740000000005,31.904761904761894,22.994652406417114,88.46153846153845,0.0,0.0,0.0,0.3823679245283018,Kenten-Egbert-687881,/players/kenten-egbert/sa3023500/stats/pitching
Andrew Lindsey,sa3022734,701604.0,26,A+,TBR,P,0,8.597945674091338,0.2222222222222222,25.2,28.571429,6.666667,29.45736434108528,28.19148936170212,87.11656441717791,0.0,0.0,0.0,0.30034285714285713,Andrew-Lindsey-701604,/players/andrew-lindsey/sa3022734/stats/pitching
Tanner Gresham,sa3076146,823242.0,24,A+,PHI,P,0,6.069774779537194,0.12638888888888888,21.2,16.190476,12.380952,22.549019607843142,22.485207100591715,86.1788617886179,0.0,0.0,0.0,0.4180571428571429,Tanner-Gresham-823242,/players/tanner-gresham/sa3032704/stats/pitching
Jose Atencio,sa3010304,682719.0,24,A+,LAA,P,0,18.38778679410997,0.5680555555555555,26.0,23.076923,4.807691999999999,30.366492146596862,25.12315270935961,83.44827586206897,0.0,0.0,0.0,0.3171057692307692,Jose-Atencio-682719,/players/jose-atencio/sa3010304/stats/pitching
Eurys Martich,sa3015933,691480.0,23,A+,HOU,P,0,9.139341936784714,0.25,15.2,18.269231,28.846154,22.81879194630873,33.12101910828025,78.4090909090909,0.0,0.0,0.0,0.5029902912621359,Eurys-Martich-691480,/players/eurys-martich/sa3015933/stats/pitching
Inmer Lobo,sa3019151,800308.0,22,A+,PIT,P,0,17.395612924067233,0.5347222222222222,23.2,24.038462,15.384614999999998,29.470198675496693,27.05314009661836,79.86577181208054,0.0,0.0,0.0,0.3532307692307692,Inmer-Lobo-800308,/players/inmer-lobo/sa3019151/stats/pitching
Draven Zeigler,sa3069097,825932.0,25,A+,PIT,P,0,7.649125110250178,0.18333333333333332,22.1,21.153845999999998,9.615385,32.30769230769231,22.72727272727273,86.76470588235294,0.0,0.0,0.0,0.4194660194174757,Draven-Zeigler-825932,/players/draven-zeigler/sa3069097/stats/pitching
Caden Scarborough,sa3025060,807291.0,21,A+,TEX,P,0,37.77151462797731,0.9513888888888888,25.2,28.846154,8.653846000000001,28.64583333333333,33.69565217391305,79.84496124031006,0.0,0.0,0.0,0.27707692307692305,Caden-Scarborough-807291,/players/caden-scarborough/sa3025060/stats/pitching
Jorge Marcheco,sa3018025,703420.0,23,A+,ATH,P,0,9.3455129035985,0.2611111111111111,23.0,20.192307999999997,15.384614999999998,25.78125,24.581005586592173,85.38461538461539,0.0,0.0,0.0,0.3167115384615385,Jorge-Marcheco-703420,/players/jorge-marcheco/sa3018025/stats/pitching
Jack Eshleman,sa3067088,828749.0,22,A+,TOR,P,0,14.470460109048386,0.4527777777777778,25.2,15.533981,6.796117,34.710743801652896,20.812182741116754,86.60714285714286,0.0,0.0,0.0,0.2948932038834952,Jack-Eshleman-828749,/players/jack-eshleman/sa3067088/stats/pitching
Mathias LaCombe,sa3067312,807187.0,24,A+,CHW,P,0,22.194267892335105,0.6930555555555555,25.0,33.980583,11.650485,29.437229437229444,36.18090452261307,80.91603053435117,0.0,0.0,0.0,0.2460970873786408,Mathias-LaCombe-807187,/players/mathias-lacombe/sa3067312/stats/pitching
