Name,POS,Average,Median,Minimum,Maximum,Last 10,Roster%,norm
Michael McGreevy STL,SP,2.37,2.0,1,10,2.1,60.465%,michael mcgreevy
Tommy Edman LAD,2B/3B/OF,2.35,1.0,1,20,3.1,93.605%,tommy edman
Cedric Mullins TBR,OF,2.35,1.0,1,15,1.2,32.849%,cedric mullins
Luis Pena MIL A+,2B/SS,2.35,2.0,1,7,2.0,76.453%,luis pena mil
Brayan Rocchio CLE,2B/SS,2.35,2.0,1,9,1.7,95.64%,brayan rocchio
David Festa MIN,SP,2.35,1.0,1,9,1.4,7.558%,david festa
Christian Moore LAA AAA,2B/3B,2.35,2.0,1,8,1.6,31.105%,christian moore laa
Zach McKinstry DET,2B/SS/3B/OF,2.35,2.0,1,10,2.0,31.105%,zach mckinstry
Joshua Kuroda-Grauer ATH,2B/SS/3B,2.33,2.0,1,9,1.9,59.012%,joshua kuroda grauer
Johnny King TOR A+,SP,2.33,2.0,2,3,1.5,0.872%,johnny king tor
Ryan Yarbrough NYY,SP/RP,2.33,1.0,1,5,1.6,0.872%,ryan yarbrough
Justin Wrobleski LAD,SP/RP,2.33,2.0,1,13,5.7,99.709%,justin wrobleski
Theo Gillen TBR AA,OF,2.33,2.0,1,7,2.4,68.605%,theo gillen tbr
George Lombard Jr. NYY AAA,SS,2.32,2.0,1,8,2.5,89.535%,george lombard nyy
Keaton Winn SFG,SP/RP,2.31,2.0,1,7,1.9,49.419%,keaton winn
Zack Littell WSN,SP/RP,2.31,1.0,1,7,1.9,3.779%,zack littell
Erick Fedde CHW,SP/RP,2.31,1.0,1,8,1.1,3.779%,erick fedde
Samad Taylor SDP,2B/OF,2.3,1.0,1,8,2.2,37.209%,samad taylor
Ben Casparius LAD,RP,2.3,2.0,1,5,1.5,2.907%,ben casparius
Gabriel Arias CLE,2B/SS/3B,2.3,2.0,1,5,1.2,2.907%,gabriel arias
Xavier Isaac TBR AA,1B,2.3,2.0,1,5,1.6,5.814%,xavier isaac tbr
Trevor McDonald SFG,SP/RP,2.29,2.0,1,9,2.1,37.791%,trevor mcdonald
Jonah Cox SFG,OF,2.29,2.0,1,5,1.9,2.035%,jonah cox
Jake Meyers HOU AAA,OF,2.27,3.0,1,5,1.3,3.198%,jake meyers hou
Joel Kuhnel MIL,RP,2.27,2.0,1,7,2.0,8.721%,joel kuhnel
Luis Severino ATH,SP,2.26,1.0,1,11,1.8,27.616%,luis severino
Kumar Rocker TEX,SP,2.26,1.0,1,13,1.5,61.919%,kumar rocker
Anthony Eyanson BOS AA,SP,2.26,2.0,1,8,2.4,67.733%,anthony eyanson bos
Tony Santillan CIN,RP,2.25,2.0,1,8,2.0,29.651%,tony santillan
Yuki Matsui SDP,RP,2.25,1.5,1,6,1.1,2.326%,yuki matsui
Tristan Peters CHW,OF,2.24,1.0,1,10,1.9,43.314%,tristan peters
Harry Ford WSN,C,2.24,2.0,1,8,1.7,25.291%,harry ford
Felix Bautista BAL,RP,2.23,2.0,1,15,2.0,70.058%,felix bautista
Joey Ortiz MIL,SS/3B,2.23,1.0,1,8,1.5,3.779%,joey ortiz
Kevin Alcantara CHC,OF,2.23,1.0,1,8,1.8,21.512%,kevin alcantara
Hyeseong Kim LAD AAA,2B/SS/OF,2.23,1.0,1,11,1.8,15.407%,hyeseong kim lad
Jake Irvin WSN,SP,2.22,1.0,1,7,1.2,5.233%,jake irvin
TJ Rumfield COL,1B,2.22,1.0,1,9,3.7,92.733%,tj rumfield
Mike Yastrzemski ATL,OF,2.22,1.0,1,9,1.6,21.512%,mike yastrzemski
Pedro Ramirez CHC,2B/3B,2.21,2.0,1,7,2.6,38.081%,pedro ramirez
Aaron Ashby MIL,RP,2.21,2.0,1,8,2.0,91.57%,aaron ashby
Max Muncy ATH,2B/SS/3B,2.2,2.0,1,7,1.9,44.477%,max muncy
Craig Yoho MIL,RP,2.2,1.0,1,12,1.5,5.814%,craig yoho
Connor Phillips CIN AAA,RP,2.2,1.0,1,5,1.2,1.453%,connor phillips cin
Logan Evans SEA,SP,2.2,3.0,1,3,1.0,1.453%,logan evans
Michael Kopech FA,RP,2.2,1.0,1,6,2.7,1.453%,michael kopech
Adrian Houser SFG,SP/RP,2.18,1.0,1,4,2.6,3.198%,adrian houser
Shane Drohan MIL,SP/RP,2.18,1.0,1,9,4.1,91.279%,shane drohan
Caleb Kilian SFG,RP,2.18,1.0,1,11,2.1,62.791%,caleb kilian
Tommy White ATH,1B/3B,2.17,1.0,1,8,1.8,21.802%,tommy white
Carlos Lagrange NYY AAA,SP/RP,2.17,2.0,1,8,1.6,69.767%,carlos lagrange nyy
Otto Kemp PHI AAA,1B/3B/OF,2.17,2.0,1,4,1.6,1.744%,otto kemp phi
Javier Assad CHC,SP/RP,2.17,1.0,1,6,1.1,5.233%,javier assad
Ethan Salas SDP AA,C,2.17,2.0,1,7,1.5,36.919%,ethan salas sdp
Braxton Garrett MIA AAA,SP/RP,2.17,2.0,1,12,2.0,29.942%,braxton garrett mia
Brandon Marsh PHI,OF,2.16,1.0,1,9,2.9,100%,brandon marsh
Ronel Blanco HOU,SP,2.16,1.0,1,8,1.5,9.012%,ronel blanco
Carlos Narvaez BOS,C,2.15,2.0,1,7,1.8,3.779%,carlos narvaez
Jose Fernandez ARI AAA,1B/SS/3B,2.15,1.5,1,6,2.2,7.558%,jose fernandez ari
Everson Pereira CHW AAA,OF,2.15,2.0,1,5,1.9,5.814%,everson pereira chw
Edward Florentino PIT A+,OF,2.15,2.0,1,10,2.0,65.116%,edward florentino pit
Grant Holmes ATL,SP,2.14,1.0,1,11,1.9,34.884%,grant holmes
Jake McCarthy COL,OF,2.14,1.0,1,9,3.2,98.837%,jake mccarthy
Wade Meckler LAA,OF,2.14,1.0,1,8,1.8,23.547%,wade meckler
Tommy Troy ARI,2B/OF,2.13,1.0,1,8,2.9,25.872%,tommy troy
J.P. Crawford SEA,SS/3B,2.13,1.0,1,11,1.9,76.163%,j p crawford
Nasim Nunez WSN,2B/SS,2.13,1.0,1,9,1.7,35.174%,nasim nunez
Ben Joyce LAA,RP,2.13,1.0,1,10,1.6,54.07%,ben joyce
Jonatan Clase TOR,OF,2.13,1.5,1,5,1.7,2.326%,jonatan clase
Brusdar Graterol LAD,RP,2.13,1.0,1,9,1.1,2.326%,brusdar graterol
Caleb Bonemer CHW AA,SS/3B,2.12,2.0,1,9,3.9,68.895%,caleb bonemer chw
Carson Whisenhunt SFG AAA,SP,2.12,1.0,1,5,1.1,4.942%,carson whisenhunt sfg
Mason Montgomery PIT,SP/RP,2.12,2.0,1,8,1.8,85.174%,mason montgomery
Nick Martinez TBR,SP/RP,2.11,2.0,1,9,2.2,93.023%,nick martinez
Kody Clemens MIN,1B/2B/OF,2.11,1.0,1,11,2.6,98.837%,kody clemens
Gus Varland WSN AAA,RP,2.11,2.0,1,6,2.1,8.14%,gus varland wsn
Nathan Church STL,OF,2.11,1.0,1,9,2.0,11.047%,nathan church
Lucas Giolito SDP,SP,2.11,1.0,1,8,1.7,11.047%,lucas giolito
Luisangel Acuna CHW,2B/SS/OF,2.1,1.0,1,7,1.4,11.628%,luisangel acuna
Erik Miller SFG,RP,2.1,2.0,1,7,2.3,36.628%,erik miller
Michael Conforto CHC,OF,2.09,1.0,1,10,1.5,9.302%,michael conforto
Lane Thomas KCR,OF,2.09,1.0,1,10,1.2,28.779%,lane thomas
Jaxon Wiggins CHC AAA,SP,2.09,2.0,1,9,1.9,25.872%,jaxon wiggins chc
Jarlin Susana WSN AA,SP,2.09,2.0,1,8,1.9,36.628%,jarlin susana wsn
Peter Lambert HOU,SP,2.09,1.0,1,9,3.1,84.302%,peter lambert
Blaze Alexander BAL,2B/SS/3B/OF,2.09,1.0,1,8,1.7,61.337%,blaze alexander
Luke Raley SEA,1B/OF,2.08,1.0,1,8,2.1,73.256%,luke raley
Carmen Mlodzinski PIT,SP/RP,2.08,2.0,1,7,2.1,44.186%,carmen mlodzinski
Jake Mangum PIT,OF,2.08,1.0,1,10,1.0,36.919%,jake mangum
Daniel Schneemann CLE,2B/SS/3B/OF,2.07,2.0,1,6,1.9,19.767%,daniel schneemann
Mauricio Dubon ATL,2B/SS/3B/OF,2.07,2.0,1,8,2.2,95.64%,mauricio dubon
Jordan Montgomery TEX,SP/RP,2.07,1.0,1,14,1.2,4.07%,jordan montgomery
Edgardo Henriquez LAD,RP,2.07,2.0,1,6,1.7,75.581%,edgardo henriquez
Cole Sands MIN AAA,RP,2.07,1.5,1,5,2.2,8.721%,cole sands min
Jhostynxon Garcia PIT AAA,OF,2.06,2.0,1,4,1.6,13.953%,jhostynxon garcia pit
Jose Alvarado PHI,RP,2.06,2.0,1,10,1.8,28.779%,jose alvarado
Romy Gonzalez BOS,1B/2B,2.06,2.0,1,7,2.3,29.07%,romy gonzalez
Paul Goldschmidt NYY,1B,2.06,1.0,1,11,1.7,55.523%,paul goldschmidt
Blake Treinen LAD,RP,2.05,1.0,1,7,1.7,5.523%,blake treinen
Kyle Leahy STL,SP/RP,2.05,1.0,1,9,2.2,29.36%,kyle leahy
Tyler Stephenson CIN,C,2.04,1.0,1,11,1.3,38.953%,tyler stephenson
Triston Casas BOS,1B,2.04,1.0,1,16,1.8,41.86%,triston casas
Walker Buehler SDP,SP,2.04,1.0,1,16,1.1,41.279%,walker buehler
Deyvison De Los Santos MIA AAA,1B/3B,2.03,2.0,1,4,1.8,8.43%,deyvison de los santos mia
Slade Cecconi CLE,SP,2.03,1.0,1,7,1.4,31.395%,slade cecconi
Zach Thornton NYM,SP/RP,2.03,1.0,1,8,2.4,21.221%,zach thornton
Hogan Harris ATH,RP,2.03,1.0,1,11,1.7,33.43%,hogan harris
Nathaniel Lowe CIN,1B,2.02,1.0,1,8,1.6,12.791%,nathaniel lowe
Trevor Larnach MIN,OF,2.02,1.0,1,8,1.7,88.372%,trevor larnach
Robert Gasser MIL,SP,2.02,1.0,1,6,1.9,18.314%,robert gasser
Ralphy Velazquez CLE AAA,1B,2.01,1.0,1,7,2.7,74.128%,ralphy velazquez cle
Austin Peterson CLE AAA,SP,2.0,2.0,2,2,1.4,0.291%,austin peterson cle
Victor Figueroa BAL A+,1B,2.0,2.0,2,2,1.0,0.291%,victor figueroa bal
Cam Collier CIN AA,1B/3B,2.0,2.0,1,4,1.5,2.616%,cam collier cin
Juan Brito CLE AAA,2B,2.0,2.0,2,2,1.4,0.581%,juan brito cle
Sawyer Gipson-Long DET AAA,SP/RP,2.0,2.0,1,3,1.8,0.872%,sawyer gipson long det
Tyson Neighbors BAL AA,RP,2.0,2.0,2,2,1.11,0.291%,tyson neighbors bal
Rob Refsnyder SEA,OF,2.0,2.0,1,3,1.1,1.163%,rob refsnyder
Felix Reyes PHI AAA,1B/OF,2.0,1.0,1,4,1.4,0.872%,felix reyes phi
Tomoyuki Sugano COL,SP,2.0,2.0,2,2,1.4,0.291%,tomoyuki sugano
Hunter Barco PIT AAA,SP/RP,2.0,2.0,1,4,1.4,3.779%,hunter barco pit
Adam Macko TOR AAA,SP/RP,2.0,2.0,2,2,1.57,0.872%,adam macko tor
AJ Russell TEX A+,SP,2.0,2.0,2,2,1.5,0.291%,aj russell tex
Hoby Milner CHC,RP,2.0,2.0,1,3,1.8,0.872%,hoby milner
Matt Wilkinson SFG AAA,SP,2.0,2.0,1,3,1.7,1.453%,matt wilkinson sfg
Dean Kremer BAL,SP,2.0,1.0,1,8,1.9,23.837%,dean kremer
Thomas Saggese STL AAA,2B/SS/3B/OF,2.0,2.0,1,3,1.5,0.872%,thomas saggese stl
Jace Jung DET AAA,1B/2B/3B,2.0,2.0,1,3,1.1,0.581%,jace jung det
Justin Lawrence WSN,RP,2.0,2.0,1,3,1.2,0.581%,justin lawrence
Murf Gray PIT AA,3B,2.0,1.0,1,7,1.7,3.198%,murf gray pit
Adam Seminaris PHI AA,SP,2.0,2.0,2,2,2.0,0.291%,adam seminaris phi
Jacob Lopez ATH,SP,2.0,1.0,1,6,1.8,5.523%,jacob lopez
Ike Irish BAL A+,1B/OF,2.0,2.0,1,3,2.1,1.453%,ike irish bal
Esteban Mejia BAL A,SP,2.0,2.0,2,2,1.0,0.291%,esteban mejia bal a
Victor Robles SEA,OF,2.0,1.0,1,7,1.5,3.198%,victor robles
Jhonkensy Noel BAL AAA,1B/OF,2.0,1.0,1,4,1.1,0.872%,jhonkensy noel bal
Enrique Bradfield Jr. BAL AAA,OF,2.0,2.0,2,2,1.3,0.291%,enrique bradfield bal
Joseph Sullivan HOU AA,OF,2.0,2.0,2,2,1.2,0.291%,joseph sullivan hou
Alejandro Rosario WSN AA,RP,2.0,2.0,2,2,1.2,0.581%,alejandro rosario wsn
Tre' Morgan TBR AAA,1B,2.0,2.0,2,2,1.1,0.291%,tre morgan tbr
Kristian Robinson ARI AAA,OF,2.0,2.0,2,2,1.2,0.291%,kristian robinson ari
CJ Kayfus CLE AAA,1B/OF,2.0,1.0,1,5,2.1,2.326%,cj kayfus cle
James Triantos CHC AAA,2B/3B/OF,2.0,2.0,1,3,1.2,0.872%,james triantos chc
Robby Ahlstrom TEX,RP,2.0,2.0,2,2,1.14,0.291%,robby ahlstrom
Gavin Fien WSN A,OF,2.0,2.0,2,2,1.5,0.581%,gavin fien wsn a
Yoan Moncada LAA,3B,2.0,1.0,1,5,1.6,2.035%,yoan moncada
Blake Mitchell KCR A+,C,2.0,2.0,2,2,1.0,0.581%,blake mitchell kcr
Reggie Crawford SFG CPX,RP,2.0,2.0,2,2,1.6,0.291%,reggie crawford sfg
Ivan Brethowr PIT AA,OF,2.0,2.0,2,2,1.0,0.291%,ivan brethowr pit
Scott Barlow KCR AAA,RP,2.0,1.0,1,6,1.7,1.453%,scott barlow kcr
Mike Tauchman NYM AA,OF,2.0,2.0,1,3,1.5,0.581%,mike tauchman nym
Brendon Little TOR,RP,2.0,1.5,1,4,1.6,4.07%,brendon little
Anderson Brito TBR A+,SP,2.0,2.0,2,2,1.0,0.291%,anderson brito tbr
Tom Cosgrove WSN,RP,2.0,2.0,2,2,1.3,0.291%,tom cosgrove
Nolan Arenado ARI,3B,2.0,1.0,1,15,1.8,69.186%,nolan arenado
Zac Veen COL AAA,OF,1.99,1.0,1,7,1.9,52.907%,zac veen col
Griffin Conine MIA,OF,1.98,1.0,1,15,1.4,30.814%,griffin conine
Andres Gimenez TOR,2B/SS,1.97,1.0,1,14,2.2,43.314%,andres gimenez
Eric Hartman ATL A+,2B/OF,1.96,2.0,1,8,2.4,54.36%,eric hartman atl
Andrew Kittredge BAL,RP,1.96,1.0,1,9,1.7,20.349%,andrew kittredge
Jesus Rodriguez SFG,C/3B,1.95,2.0,1,6,2.1,6.395%,jesus rodriguez
Kai-Wei Teng HOU,SP/RP,1.95,1.0,1,5,1.8,5.523%,kai wei teng
Phil Maton CHC,RP,1.95,1.5,1,6,1.9,16.279%,phil maton
Miguel Andujar SDP,3B/OF,1.95,1.0,1,8,2.0,32.558%,miguel andujar
Ryan Ward LAD AAA,1B/OF,1.94,2.0,1,6,1.9,5.233%,ryan ward lad
Max Scherzer TOR AAA,SP,1.94,1.0,1,8,1.6,5.233%,max scherzer tor
Michael Arroyo SEA AAA,2B/OF,1.94,2.0,1,7,1.8,20.349%,michael arroyo sea
Calvin Faucher MIA,RP,1.94,1.0,1,7,1.7,23.547%,calvin faucher
Javier Sanoja MIA,2B/SS/3B/OF/RP,1.93,1.0,1,6,2.1,8.14%,javier sanoja
Hayden Birdsong SFG,SP/RP,1.93,1.0,1,6,2.0,4.07%,hayden birdsong
Clarke Schmidt NYY,SP,1.93,1.0,1,10,2.1,54.651%,clarke schmidt
Amed Rosario NYY,2B/3B,1.92,1.0,1,7,1.1,3.779%,amed rosario
Bryan King HOU AAA,RP,1.92,1.0,1,7,2.2,63.081%,bryan king hou
Enyel De Los Santos HOU,RP,1.92,1.0,1,7,1.9,10.756%,enyel de los santos
Ryan Zeferjahn LAA,RP,1.92,1.0,1,6,2.6,31.977%,ryan zeferjahn
Anthony Seigler BOS,C/2B/3B,1.91,1.0,1,7,1.6,36.047%,anthony seigler
Justin Slaten BOS,RP,1.91,2.0,1,5,1.9,21.802%,justin slaten
Devin Fitz-Gerald WSN AA,2B/SS,1.91,2.0,1,5,1.6,9.302%,devin fitz gerald wsn
Lance McCullers Jr. MIL,SP,1.9,1.0,1,11,1.6,11.919%,lance mccullers
Brandyn Garcia ARI,RP,1.9,1.0,1,8,3.1,71.221%,brandyn garcia
Eduardo Quintero LAD A+,OF,1.9,2.0,1,7,1.3,53.198%,eduardo quintero lad
Brandon Young BAL,SP,1.9,1.0,1,8,2.8,52.616%,brandon young
Carson Kelly CHC,C,1.89,1.0,1,8,1.9,76.453%,carson kelly
Eric Lauer LAD,SP/RP,1.89,1.0,1,5,1.9,5.233%,eric lauer
Druw Jones ARI AA,OF,1.89,1.0,1,5,1.0,2.616%,druw jones ari
Austin Hays CHW,OF,1.89,1.0,1,6,1.4,22.965%,austin hays
Nolan Gorman STL AAA,2B/3B,1.89,1.0,1,6,2.4,17.733%,nolan gorman stl
Aiva Arquette MIA AA,SS,1.88,2.0,1,5,1.4,7.558%,aiva arquette mia
Justin Verlander DET,SP,1.88,1.0,1,16,1.6,12.5%,justin verlander
Tyler Bell,Util,1.88,2.0,1,4,1.9,4.651%,tyler bell
Mason Barnett ATH ST,SP/RP,1.88,1.5,1,4,2.2,2.326%,mason barnett ath
Justin Martinez ARI,RP,1.87,1.0,1,10,1.4,59.884%,justin martinez
Nick Gonzales PIT,2B/SS/3B,1.86,1.0,1,8,2.5,91.57%,nick gonzales
Keider Montero DET,SP/RP,1.86,1.0,1,7,1.7,60.174%,keider montero
Travis Sykora WSN AA,SP,1.86,2.0,1,7,1.2,20.64%,travis sykora wsn
Dylan Lee ATL,RP,1.86,1.0,1,7,1.9,98.547%,dylan lee
Nick Yorke PIT AAA,2B/3B/OF,1.86,2.0,1,3,1.9,2.035%,nick yorke pit
Christian Encarnacion-Strand BAL,1B/3B,1.86,2.0,1,4,1.7,6.105%,christian encarnacion strand
Brock Stewart LAD,RP,1.86,1.0,1,5,1.0,2.035%,brock stewart
Zach Cole HOU AAA,OF,1.86,1.0,1,3,1.9,4.07%,zach cole hou
Elmer Rodriguez NYY AAA,SP/RP,1.86,1.0,1,8,1.5,34.302%,elmer rodriguez nyy
Johan Oviedo BOS,SP,1.85,1.0,1,7,1.6,11.628%,johan oviedo
Andre Pallante STL,SP,1.85,1.0,1,9,1.4,55.523%,andre pallante
Alfredo Duno CIN AA,C,1.85,1.0,1,6,2.3,36.047%,alfredo duno cin
Sean Keys TOR,1B/3B,1.84,1.0,1,9,1.1,13.081%,sean keys
Janson Junk MIA,SP/RP,1.84,1.0,1,7,1.9,31.395%,janson junk
Rainiel Rodriguez STL AA,C,1.84,1.0,1,6,1.6,70.93%,rainiel rodriguez stl
Will Klein LAD,RP,1.84,1.0,1,7,1.6,39.535%,will klein
Luis Perales WSN AAA,SP,1.83,2.0,1,2,1.2,1.744%,luis perales wsn
Tylor Megill NYM,SP,1.83,1.0,1,7,1.2,6.977%,tylor megill
Denzel Clarke ATH,OF,1.83,1.0,1,6,1.6,1.744%,denzel clarke
Troy Johnston COL,1B/OF,1.83,1.0,1,9,1.6,87.209%,troy johnston
Josue Briceno DET AA,C/1B,1.83,2.0,1,8,1.3,20.64%,josue briceno det
Endy Rodriguez PIT,C/1B,1.83,1.0,1,7,1.5,63.372%,endy rodriguez
Jordan Hicks CHW,SP/RP,1.83,1.0,1,8,1.6,6.686%,jordan hicks
Edgar Quero CHW,C,1.83,1.0,1,4,1.7,6.686%,edgar quero
Isaac Collins KCR,OF,1.83,1.0,1,7,1.3,29.942%,isaac collins
Andrew Morris MIN,SP/RP,1.82,1.0,1,11,1.4,50.291%,andrew morris
Gavin Lux TBR,2B/3B/OF,1.81,1.0,1,9,1.8,25%,gavin lux
Angel Genao CLE AAA,SS,1.81,1.0,1,6,1.5,27.907%,angel genao cle
Eduardo Rodriguez ARI,SP,1.81,1.0,1,7,2.7,86.628%,eduardo rodriguez
Oswald Peraza LAA,1B/2B/SS/3B,1.81,1.0,1,6,1.5,31.395%,oswald peraza
Jim Jarvis ATL,SS,1.8,2.0,1,3,1.4,1.453%,jim jarvis
Kutter Crawford BOS,RP,1.8,1.0,1,3,1.8,2.907%,kutter crawford
Blade Tidwell SFG AAA,SP/RP,1.8,1.0,1,3,1.6,1.453%,blade tidwell sfg
Rece Hinds MIA AAA,OF,1.8,1.0,1,4,2.1,2.907%,rece hinds mia
Jamie Arnold ATH AA,SP,1.8,1.0,1,6,1.7,22.965%,jamie arnold ath
Braydon Fisher TOR,SP/RP,1.8,1.0,1,6,1.6,21.512%,braydon fisher
Andrew Fischer MIL AA,3B,1.8,1.0,1,8,1.8,44.186%,andrew fischer mil
Antonio Senzatela COL,SP/RP,1.79,1.0,1,8,1.6,42.442%,antonio senzatela
Josiah Hartshorn CHC A+,1B/OF,1.79,1.0,1,7,1.6,27.616%,josiah hartshorn chc
Evan Phillips LAD,RP,1.79,1.0,1,7,2.0,17.733%,evan phillips
Kevin Kelly TBR,RP,1.78,1.0,1,5,1.6,88.081%,kevin kelly
Javier Baez DET,2B/SS/3B/OF,1.78,1.0,1,5,1.5,10.465%,javier baez
Justin Foscue TEX,1B/2B,1.78,1.0,1,6,1.7,5.233%,justin foscue
Brice Matthews HOU,2B/OF,1.77,1.0,1,5,1.6,6.395%,brice matthews
Felnin Celesten SEA AA,SS,1.77,1.5,1,4,1.5,8.721%,felnin celesten sea
Tyler Freeman COL,2B/OF,1.76,1.0,1,7,1.6,32.849%,tyler freeman
Esteury Ruiz MIA,OF,1.76,1.0,1,5,2.2,13.372%,esteury ruiz
Blake Dunn CIN,OF,1.76,1.0,1,6,1.2,7.267%,blake dunn
Jack Dreyer LAD,SP/RP,1.75,1.0,1,4,1.7,15.407%,jack dreyer
Tyler Locklear ARI,1B,1.75,1.0,1,4,2.4,1.163%,tyler locklear
Brewer Hicklen ATL,OF,1.75,1.0,1,4,1.3,1.163%,brewer hicklen
Juan Mejia COL,RP,1.75,1.0,1,4,2.0,2.326%,juan mejia
Nelson Rada LAA AAA,OF,1.75,2.0,1,2,1.1,1.163%,nelson rada laa
Ryne Stanek STL,RP,1.74,1.0,1,5,1.9,5.523%,ryne stanek
Cooper Ingle CLE AAA,C,1.74,1.0,1,7,1.1,19.767%,cooper ingle cle
Shelby Miller CHC,RP,1.73,1.0,1,8,1.3,4.36%,shelby miller
Manuel Pena ARI AAA,1B/OF,1.73,1.0,1,8,2.3,8.721%,manuel pena ari
Michael Petersen MIA,RP,1.73,1.0,1,7,2.8,68.314%,michael petersen
Anthony Bender MIA,RP,1.72,1.0,1,8,1.2,39.826%,anthony bender
Colin Rea CHC,SP/RP,1.72,1.0,1,7,1.2,10.465%,colin rea
Daniel Espino CLE AAA,RP,1.72,1.0,1,4,1.9,9.302%,daniel espino cle
Luis Campusano SDP,C,1.72,1.0,1,5,1.4,22.674%,luis campusano
DL Hall MIL AAA,RP,1.71,1.0,1,3,1.1,4.07%,dl hall mil
Bryan Hudson CHW,SP/RP,1.71,1.0,1,5,2.0,6.105%,bryan hudson
Caleb Thielbar CHC,RP,1.71,1.0,1,5,1.8,8.14%,caleb thielbar
Ty Madden DET,SP/RP,1.71,1.0,1,5,1.6,2.035%,ty madden
Brent Headrick NYY,RP,1.71,1.0,1,9,3.0,34.302%,brent headrick
David Hamilton MIL,2B/SS/3B,1.71,1.0,1,7,1.4,4.942%,david hamilton
Bradgley Rodriguez SDP,RP,1.7,1.0,1,6,1.7,46.221%,bradgley rodriguez
Kyle Hurt LAD,RP,1.7,1.0,1,6,1.6,28.488%,kyle hurt
Trey Gibson BAL AAA,SP,1.7,1.0,1,6,1.2,2.907%,trey gibson bal
Tejay Antone CIN,RP,1.7,1.0,1,4,1.4,2.907%,tejay antone
Rhys Hoskins CLE,1B,1.7,1.0,1,4,1.1,2.907%,rhys hoskins
Ryan Clifford NYM AAA,1B/OF,1.7,1.0,1,6,2.0,6.686%,ryan clifford nym
Hector Rodriguez CIN AAA,OF,1.69,1.0,1,6,2.5,45.64%,hector rodriguez cin
Jurrangelo Cijntje STL AAA,SP,1.69,1.0,1,4,1.2,3.779%,jurrangelo cijntje stl
Kahlil Watson CLE,OF,1.69,1.0,1,6,1.0,15.988%,kahlil watson
Hayden Wesneski HOU,SP,1.69,1.0,1,5,1.1,4.651%,hayden wesneski
Anthony Nunez BAL,RP,1.69,1.0,1,5,2.0,9.302%,anthony nunez
Christian Zazueta LAD AA,SP,1.69,1.0,1,5,1.6,14.826%,christian zazueta lad
Edouard Julien COL,1B/2B,1.69,1.0,1,8,1.6,10.174%,edouard julien
Yennier Cano BAL,RP,1.68,1.0,1,6,1.1,54.36%,yennier cano
Justin Sterner ATH,RP,1.68,1.0,1,9,2.1,18.023%,justin sterner
Josuar Gonzalez SFG CPX,SS,1.67,1.0,1,6,2.1,47.093%,josuar gonzalez sfg
Graham Ashcraft CIN,SP/RP,1.67,1.0,1,7,1.7,52.326%,graham ashcraft
DJ Herz WSN,RP,1.67,1.0,1,7,1.1,19.477%,dj herz
Chase Silseth LAA,SP/RP,1.67,1.5,1,3,1.8,3.488%,chase silseth
Joey Wentz ATL,SP/RP,1.67,1.0,1,3,1.4,0.872%,joey wentz
Ben Malgeri DET,OF,1.67,2.0,1,2,1.5,0.872%,ben malgeri
Jordan Leasure CHW,RP,1.67,1.0,1,5,2.1,5.233%,jordan leasure
Richard Lovelady WSN,SP/RP,1.67,1.0,1,5,1.7,1.744%,richard lovelady
Bennett Sousa HOU,RP,1.67,1.0,1,3,1.4,0.872%,bennett sousa
Adrian Del Castillo ARI,C,1.67,1.0,1,3,1.1,0.872%,adrian del castillo
Nick Mears KCR,RP,1.67,1.0,1,3,1.0,1.744%,nick mears
Cole Henry WSN AAA,RP,1.67,1.0,1,5,1.4,2.616%,cole henry wsn
Mikey Romero BOS AAA,2B/SS/3B,1.67,2.0,1,2,1.1,0.872%,mikey romero bos
Emiliano Teodo TEX AAA,RP,1.67,2.0,1,2,1.5,0.872%,emiliano teodo tex
Huascar Brazoban NYM,SP/RP,1.67,1.0,1,4,1.3,2.616%,huascar brazoban
Austin Martin MIN,OF,1.66,1.0,1,5,2.8,22.384%,austin martin
Jeferson Quero MIL AAA,C,1.64,1.0,1,4,1.2,4.07%,jeferson quero mil
Cam Caminiti ATL A+,SP,1.64,1.0,1,4,1.5,7.267%,cam caminiti atl
A.J. Puk ARI,RP,1.64,1.0,1,7,1.6,54.651%,a j puk
Bryce Rainer DET A+,SS,1.63,1.0,1,4,1.4,42.151%,bryce rainer det
Sean Newcomb CHW,SP/RP,1.63,1.0,1,7,1.5,65.116%,sean newcomb
Stephen Kolek KCR,SP,1.63,1.0,1,7,1.6,19.767%,stephen kolek
Daniel Susac SFG,C,1.63,1.0,1,6,1.6,5.523%,daniel susac
Colin Holderman CLE,RP,1.63,1.0,1,7,1.2,63.663%,colin holderman
Joe Mack MIA,C,1.63,1.0,1,6,1.5,47.384%,joe mack
Simeon Woods Richardson TOR AAA,SP/RP,1.63,1.0,1,4,1.7,2.326%,simeon woods richardson tor
Arjun Nimmala TOR AA,SS,1.63,1.0,1,6,1.4,9.302%,arjun nimmala tor
Ronny Henriquez MIA,RP,1.62,1.0,1,6,1.5,22.384%,ronny henriquez
Cameron Cauley TEX,2B/SS/OF,1.61,1.0,1,4,1.5,5.233%,cameron cauley
Kendry Chourio KCR A+,SP,1.61,1.0,1,6,2.2,8.14%,kendry chourio kcr
Griffin Canning SDP,SP,1.6,1.0,1,4,2.3,4.36%,griffin canning
Denzer Guzman LAA,SS/3B,1.6,1.0,1,6,1.6,27.616%,denzer guzman
